title,authors,year,subject,cover_url,filename
Murder in the Mews,Agatha Christie,1955,mystery,http://covers.openlibrary.org/b/id/6802071-L.jpg,book_covers\787_Murder_in_the_Mews.jpg
The Picture of Dorian Gray,"Oscar Wilde, Oscar Wilde, Oscar Wilde",1890,horror,http://covers.openlibrary.org/b/id/14314858-L.jpg,book_covers\788_The_Picture_of_Dorian_Gray.jpg
Frankenstein or The Modern Prometheus,Mary Shelley,1818,horror,http://covers.openlibrary.org/b/id/12356249-L.jpg,book_covers\789_Frankenstein_or_The_Modern_Prometheus.jpg
Dracula,Bram Stoker,1897,horror,http://covers.openlibrary.org/b/id/12216503-L.jpg,book_covers\790_Dracula.jpg
The Jewel of Seven Stars,Bram Stoker,1902,horror,http://covers.openlibrary.org/b/id/2760301-L.jpg,book_covers\791_The_Jewel_of_Seven_Stars.jpg
The Turn of the Screw,Henry James,1898,horror,http://covers.openlibrary.org/b/id/181493-L.jpg,book_covers\792_The_Turn_of_the_Screw.jpg
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,1875,horror,http://covers.openlibrary.org/b/id/295773-L.jpg,book_covers\793_The_Strange_Case_of_Dr._Jekyll_and_Mr._Hyde.jpg
Herland,Charlotte Perkins Gilman,1915,horror,http://covers.openlibrary.org/b/id/448130-L.jpg,book_covers\794_Herland.jpg
Carmilla,Joseph Sheridan Le Fanu,1871,horror,http://covers.openlibrary.org/b/id/973851-L.jpg,book_covers\795_Carmilla.jpg
The Great God Pan,Arthur Machen,1894,horror,http://covers.openlibrary.org/b/id/921610-L.jpg,book_covers\796_The_Great_God_Pan.jpg
Tales of Terror and Mystery,Arthur Conan Doyle,1963,horror,http://covers.openlibrary.org/b/id/8311421-L.jpg,book_covers\797_Tales_of_Terror_and_Mystery.jpg
Carrie,Stephen King,1974,horror,http://covers.openlibrary.org/b/id/9256043-L.jpg,book_covers\798_Carrie.jpg
Brood of the Witch-Queen,Sax Rohmer,1924,horror,http://covers.openlibrary.org/b/id/2011286-L.jpg,book_covers\799_Brood_of_the_Witch-Queen.jpg
The Damned,Algernon Blackwood,2002,horror,http://covers.openlibrary.org/b/id/2808419-L.jpg,book_covers\800_The_Damned.jpg
Misery,Stephen King,1978,horror,http://covers.openlibrary.org/b/id/8259296-L.jpg,book_covers\801_Misery.jpg
It,Stephen King,1925,horror,http://covers.openlibrary.org/b/id/8569284-L.jpg,book_covers\802_It.jpg
The Shining,Stephen King,1977,horror,http://covers.openlibrary.org/b/id/12376585-L.jpg,book_covers\803_The_Shining.jpg
The Gunslinger,Stephen King,1976,horror,http://covers.openlibrary.org/b/id/8396638-L.jpg,book_covers\804_The_Gunslinger.jpg
The Green Mile,Stephen King,1996,horror,http://covers.openlibrary.org/b/id/9334567-L.jpg,book_covers\805_The_Green_Mile.jpg
Pet Sematary,Stephen King,1925,horror,http://covers.openlibrary.org/b/id/12015500-L.jpg,book_covers\806_Pet_Sematary.jpg
The Dead Zone,Stephen King,1979,horror,http://covers.openlibrary.org/b/id/14653991-L.jpg,book_covers\807_The_Dead_Zone.jpg
The Stand,Stephen King,1978,horror,http://covers.openlibrary.org/b/id/9255992-L.jpg,book_covers\808_The_Stand.jpg
Cujo,Stephen King,1981,horror,http://covers.openlibrary.org/b/id/8570003-L.jpg,book_covers\809_Cujo.jpg
Firestarter,Stephen King,1980,horror,http://covers.openlibrary.org/b/id/12015446-L.jpg,book_covers\810_Firestarter.jpg
The Exorcist,William Peter Blatty,1971,horror,http://covers.openlibrary.org/b/id/12715730-L.jpg,book_covers\811_The_Exorcist.jpg
The Vampyre,John William Polidori,1819,horror,http://covers.openlibrary.org/b/id/4871001-L.jpg,book_covers\812_The_Vampyre.jpg
Skeleton crew,Stephen King,1985,horror,http://covers.openlibrary.org/b/id/14657166-L.jpg,book_covers\813_Skeleton_crew.jpg
"The Haunted and the Haunters, Or, The House and the Brain","Edward Bulwer Lytton, Baron Lytton",1859,horror,http://covers.openlibrary.org/b/id/2788688-L.jpg,"book_covers\814_The_Haunted_and_the_Haunters,_Or,_The_House_and_the_Brain.jpg"
Needful Things,Stephen King,1991,horror,http://covers.openlibrary.org/b/id/8404327-L.jpg,book_covers\815_Needful_Things.jpg
The Eyes of the Dragon,Stephen King,1959,horror,http://covers.openlibrary.org/b/id/8524085-L.jpg,book_covers\816_The_Eyes_of_the_Dragon.jpg
Night Shift,Stephen King,1960,horror,http://covers.openlibrary.org/b/id/14651337-L.jpg,book_covers\817_Night_Shift.jpg
The talisman,"Stephen King, Peter Straub",1925,horror,http://covers.openlibrary.org/b/id/14651566-L.jpg,book_covers\818_The_talisman.jpg
Four Past Midnight,Stephen King,1990,horror,http://covers.openlibrary.org/b/id/8413143-L.jpg,book_covers\819_Four_Past_Midnight.jpg
Christine,Stephen King,1983,horror,http://covers.openlibrary.org/b/id/14655985-L.jpg,book_covers\820_Christine.jpg
The Day of the Triffids,"John Wyndham, Marcel Battin, Cover by Andy Bridge",1951,horror,http://covers.openlibrary.org/b/id/535027-L.jpg,book_covers\821_The_Day_of_the_Triffids.jpg
Cell,Stephen King,2006,horror,http://covers.openlibrary.org/b/id/14654054-L.jpg,book_covers\822_Cell.jpg
The Dark Half,Stephen King,1989,horror,http://covers.openlibrary.org/b/id/8530409-L.jpg,book_covers\823_The_Dark_Half.jpg
Petals on the Wind,V. C. Andrews,1980,horror,http://covers.openlibrary.org/b/id/9358432-L.jpg,book_covers\824_Petals_on_the_Wind.jpg
Something Wicked This Way Comes,Ray Bradbury,1962,horror,http://covers.openlibrary.org/b/id/9346340-L.jpg,book_covers\825_Something_Wicked_This_Way_Comes.jpg
Thinner,Stephen King,1984,horror,http://covers.openlibrary.org/b/id/8274288-L.jpg,book_covers\826_Thinner.jpg
Different Seasons,Stephen King,1982,horror,http://covers.openlibrary.org/b/id/14655761-L.jpg,book_covers\827_Different_Seasons.jpg
Everything's Eventual. 14 Dark Tales,"Stephen King, Esther Roig Giménez",2002,horror,http://covers.openlibrary.org/b/id/8585782-L.jpg,book_covers\828_Everything's_Eventual._14_Dark_Tales.jpg
Insomnia,Stephen King,1994,horror,http://covers.openlibrary.org/b/id/7886954-L.jpg,book_covers\829_Insomnia.jpg
Gerald's Game,Stephen King,1992,horror,http://covers.openlibrary.org/b/id/10705875-L.jpg,book_covers\830_Gerald's_Game.jpg
Rose Madder,Stephen King,1995,horror,http://covers.openlibrary.org/b/id/8578049-L.jpg,book_covers\831_Rose_Madder.jpg
The Regulators,Stephen King,1996,horror,http://covers.openlibrary.org/b/id/14651906-L.jpg,book_covers\832_The_Regulators.jpg
Desperation,Stephen King,1996,horror,http://covers.openlibrary.org/b/id/8757374-L.jpg,book_covers\833_Desperation.jpg
Hearts in Atlantis,Stephen King,1998,horror,http://covers.openlibrary.org/b/id/8536326-L.jpg,book_covers\834_Hearts_in_Atlantis.jpg
Lisey's Story,Stephen King,1768,horror,http://covers.openlibrary.org/b/id/8387657-L.jpg,book_covers\835_Lisey's_Story.jpg
If There Be Thorns,V. C. Andrews,1981,horror,http://covers.openlibrary.org/b/id/13153196-L.jpg,book_covers\836_If_There_Be_Thorns.jpg
Dolores Claiborne,Stephen King,1992,horror,http://covers.openlibrary.org/b/id/9255997-L.jpg,book_covers\837_Dolores_Claiborne.jpg
The Works of Edgar Allan Poe in Five Volumes,Edgar Allan Poe,1903,horror,http://covers.openlibrary.org/b/id/8311524-L.jpg,book_covers\838_The_Works_of_Edgar_Allan_Poe_in_Five_Volumes.jpg
The Human Chord,Algernon Blackwood,1910,horror,http://covers.openlibrary.org/b/id/1846228-L.jpg,book_covers\839_The_Human_Chord.jpg
Danse Macabre,Stephen King,1980,horror,http://covers.openlibrary.org/b/id/8443662-L.jpg,book_covers\840_Danse_Macabre.jpg
The Passage,Justin Cronin,2010,horror,http://covers.openlibrary.org/b/id/8261369-L.jpg,book_covers\841_The_Passage.jpg
Mr. Mercedes,Stephen King,2013,horror,http://covers.openlibrary.org/b/id/14653120-L.jpg,book_covers\842_Mr._Mercedes.jpg
Great Short Stories of the World -- a collection of complete short stories chosen from the literatures of all periods and countries,"Barrett Harper Clark, Barrett H. Clark, Maxim Lieber, Charles Dickens, Фёдор Михайлович Достоевский, Антон Павлович Чехов, Nathaniel Hawthorne, Edgar Allan Poe, Mark Twain, Ambrose Bierce, Theodore Dreiser, BARRETT H. CLARK, CLARK AND LIEBER, Gerda Charles, Clark, Barrett H.; Lieber, Maxim, Barrett H. & Maxim Lieber Clark, Clark, Barrett H. / Lieber, Maxim, Barrett H. and Maxim Lieber Clark, Clark & Lieber, Barrett Harper Clark",1922,horror,http://covers.openlibrary.org/b/id/14540542-L.jpg,book_covers\843_Great_Short_Stories_of_the_World_--_a_collection_of_complete_short_stories_chosen_from_the_literatures_of_all_periods_and_countries.jpg
The return,Walter De la Mare,1910,horror,http://covers.openlibrary.org/b/id/312216-L.jpg,book_covers\844_The_return.jpg
The House on the Borderland,William Hope Hodgson,1946,horror,http://covers.openlibrary.org/b/id/542561-L.jpg,book_covers\845_The_House_on_the_Borderland.jpg
The Fall of the House of Usher,Edgar Allan Poe,1839,horror,http://covers.openlibrary.org/b/id/11838138-L.jpg,book_covers\846_The_Fall_of_the_House_of_Usher.jpg
In a glass darkly,Joseph Sheridan Le Fanu,1872,horror,http://covers.openlibrary.org/b/id/118762-L.jpg,book_covers\847_In_a_glass_darkly.jpg
The Queen of the Damned,Anne Rice,1988,horror,http://covers.openlibrary.org/b/id/9255774-L.jpg,book_covers\848_The_Queen_of_the_Damned.jpg
"Full Dark, No Stars",Stephen King,2010,horror,http://covers.openlibrary.org/b/id/12018685-L.jpg,"book_covers\849_Full_Dark,_No_Stars.jpg"
The Graveyard Book,Neil Gaiman,2008,horror,http://covers.openlibrary.org/b/id/7099583-L.jpg,book_covers\850_The_Graveyard_Book.jpg
Just After Sunset,Stephen King,2008,horror,http://covers.openlibrary.org/b/id/8494916-L.jpg,book_covers\851_Just_After_Sunset.jpg
Nightmares & Dreamscapes,Stephen King,1993,horror,http://covers.openlibrary.org/b/id/14654718-L.jpg,book_covers\852_Nightmares_&_Dreamscapes.jpg
Welcome to Dead House,Robert Lawrence Stine,1992,horror,http://covers.openlibrary.org/b/id/11290170-L.jpg,book_covers\853_Welcome_to_Dead_House.jpg
Fallen Hearts,V. C. Andrews,1988,horror,http://covers.openlibrary.org/b/id/8432367-L.jpg,book_covers\854_Fallen_Hearts.jpg
My Sweet Audrina,V. C. Andrews,1982,horror,http://covers.openlibrary.org/b/id/10722591-L.jpg,book_covers\855_My_Sweet_Audrina.jpg
The Long Walk,Stephen King,1979,horror,http://covers.openlibrary.org/b/id/14653609-L.jpg,book_covers\856_The_Long_Walk.jpg
The Voice of the Night,Dean Koontz,1980,horror,http://covers.openlibrary.org/b/id/6661617-L.jpg,book_covers\857_The_Voice_of_the_Night.jpg
The Masque of the Red Death,Edgar Allan Poe,1922,horror,http://covers.openlibrary.org/b/id/11860130-L.jpg,book_covers\858_The_Masque_of_the_Red_Death.jpg
Darkness Comes,Dean Koontz,1984,horror,http://covers.openlibrary.org/b/id/484868-L.jpg,book_covers\859_Darkness_Comes.jpg
Roadwork,Stephen King,1981,horror,http://covers.openlibrary.org/b/id/14651941-L.jpg,book_covers\860_Roadwork.jpg
Skulduggery Pleasant,"Derek Landy, LANDY DEREK, Tom Percival",2006,horror,http://covers.openlibrary.org/b/id/48006-L.jpg,book_covers\861_Skulduggery_Pleasant.jpg
Lasher,Anne Rice,1993,horror,http://covers.openlibrary.org/b/id/9196533-L.jpg,book_covers\862_Lasher.jpg
Blood and Gold,Anne Rice,1998,horror,http://covers.openlibrary.org/b/id/9324101-L.jpg,book_covers\863_Blood_and_Gold.jpg
The Ghost Next Door,Robert Lawrence Stine,1993,horror,http://covers.openlibrary.org/b/id/11290299-L.jpg,book_covers\864_The_Ghost_Next_Door.jpg
The Institute,Stephen King,2019,horror,http://covers.openlibrary.org/b/id/10712767-L.jpg,book_covers\865_The_Institute.jpg
The Damned Thing,Ambrose Bierce,2007,horror,http://covers.openlibrary.org/b/id/11895049-L.jpg,book_covers\866_The_Damned_Thing.jpg
Revival,Stephen King,2014,horror,http://covers.openlibrary.org/b/id/14652892-L.jpg,book_covers\867_Revival.jpg
Cycle of the Werewolf,Stephen King,1983,horror,http://covers.openlibrary.org/b/id/14651552-L.jpg,book_covers\868_Cycle_of_the_Werewolf.jpg
Fright Night,NOW Comics,1988,horror,http://covers.openlibrary.org/b/id/7998647-L.jpg,book_covers\869_Fright_Night.jpg
Tales of Mystery and Imagination [29 stories],Edgar Allan Poe,1902,horror,http://covers.openlibrary.org/b/id/11841090-L.jpg,book_covers\870_Tales_of_Mystery_and_Imagination_[29_stories].jpg
Present at a Hanging and Other Ghost Stories,Ambrose Bierce,1913,horror,http://covers.openlibrary.org/b/id/12678357-L.jpg,book_covers\871_Present_at_a_Hanging_and_Other_Ghost_Stories.jpg
Night Chills,Dean Koontz,1976,horror,http://covers.openlibrary.org/b/id/8315130-L.jpg,book_covers\872_Night_Chills.jpg
Demon Seed,Dean Koontz,1973,horror,http://covers.openlibrary.org/b/id/12881343-L.jpg,book_covers\873_Demon_Seed.jpg
Wings in the Night,Robert E. Howard,2005,horror,http://covers.openlibrary.org/b/id/1532038-L.jpg,book_covers\874_Wings_in_the_Night.jpg
Someone Like You [18 stories],Roald Dahl,1953,horror,http://covers.openlibrary.org/b/id/12884539-L.jpg,book_covers\875_Someone_Like_You_[18_stories].jpg
Twilight's Child,V. C. Andrews,1991,horror,http://covers.openlibrary.org/b/id/10581977-L.jpg,book_covers\876_Twilight's_Child.jpg
Goosebumps - Deep Trouble,Robert Lawrence Stine,1994,horror,http://covers.openlibrary.org/b/id/6908464-L.jpg,book_covers\877_Goosebumps_-_Deep_Trouble.jpg
Scary stories to tell in the dark,Alvin Schwartz,1981,horror,http://covers.openlibrary.org/b/id/12634210-L.jpg,book_covers\878_Scary_stories_to_tell_in_the_dark.jpg
More Scary Stories to Tell in the Dark,"Alvin Schwartz, Alvin  Schwartz",1605,horror,http://covers.openlibrary.org/b/id/12634238-L.jpg,book_covers\879_More_Scary_Stories_to_Tell_in_the_Dark.jpg
The Tell-Tale Heart,Edgar Allan Poe,1976,horror,http://covers.openlibrary.org/b/id/11851436-L.jpg,book_covers\880_The_Tell-Tale_Heart.jpg
Blackwood Farm,Anne Rice,2002,horror,http://covers.openlibrary.org/b/id/9324122-L.jpg,book_covers\881_Blackwood_Farm.jpg
Bitten,"Kelley Armstrong, Aasne Vigesaa",2001,horror,http://covers.openlibrary.org/b/id/297240-L.jpg,book_covers\882_Bitten.jpg
A thin ghost and others,Montague Rhodes James,1919,horror,http://covers.openlibrary.org/b/id/6125355-L.jpg,book_covers\883_A_thin_ghost_and_others.jpg
The Terror,Dan Simmons,2007,horror,http://covers.openlibrary.org/b/id/1174846-L.jpg,book_covers\884_The_Terror.jpg
Scary Stories 3,Alvin Schwartz,1991,horror,http://covers.openlibrary.org/b/id/12634239-L.jpg,book_covers\885_Scary_Stories_3.jpg
Great American Short Stories,"Wallace Stegner, Mary Stegner, Washington Irving, Nathaniel Hawthorne, Edgar Allan Poe, Herman Melville, Mark Twain, Bret Harte, Ambrose Bierce, Henry James, Mary Eleanor Wilkins Freeman, Hamlin Garland, O. Henry, Edith Wharton, Stephen Crane, Sherwood Anderson, Wilbur Daniel Steele, Conrad Aiken, Katherine Anne Porter, James Thurber, William March, William Faulkner, John Steinbeck, Paul Horgan, John O'Hara, Walter Van Tilburg Clark, Eudora Welty, Hortense Calisher, Mary (editor) Stegner",1957,horror,http://covers.openlibrary.org/b/id/14556071-L.jpg,book_covers\886_Great_American_Short_Stories.jpg
Stolen,Kelley Armstrong,2002,horror,http://covers.openlibrary.org/b/id/297430-L.jpg,book_covers\887_Stolen.jpg
"Great Tales and Poems of Edgar Allan Poe [21 stories, 34 poems]",Edgar Allan Poe,1940,horror,http://covers.openlibrary.org/b/id/11763627-L.jpg,"book_covers\888_Great_Tales_and_Poems_of_Edgar_Allan_Poe_[21_stories,_34_poems].jpg"
Selected English Short Stories (Nineteenth Century),"Walker, Hugh, Sir Walter Scott, Charles Lamb, Washington Irving, Nathaniel Hawthorne, Benjamin Disraeli, Edgar Allan Poe, Elizabeth Cleghorn Gaskell, John Brown, Charles Dickens, Anthony Trollope, George Meredith, W.H. White, William Morris, Richard Garnett, F.B. Miggles Harte, Robert Louis Stevenson, George Gissing, Mary Elizabeth Coleridge, Hubert Crackenthorpe, Hugh Walker, Hugh (ed.) Walker, Hugh (introduction) Walker",1914,horror,http://covers.openlibrary.org/b/id/12144935-L.jpg,book_covers\889_Selected_English_Short_Stories_(Nineteenth_Century).jpg
The Ghost Pirates,William Hope Hodgson,1909,horror,http://covers.openlibrary.org/b/id/2840111-L.jpg,book_covers\890_The_Ghost_Pirates.jpg
Nightmare Hour - Time for Terror,Robert Lawrence Stine,1999,horror,http://covers.openlibrary.org/b/id/3328756-L.jpg,book_covers\891_Nightmare_Hour_-_Time_for_Terror.jpg
Ancient Sorceries,Algernon Blackwood,1906,horror,http://covers.openlibrary.org/b/id/109761-L.jpg,book_covers\892_Ancient_Sorceries.jpg
Harvest home,"Thomas Tryon, Thomas Tryon, Thomas Tryon, thomas tryon",1969,horror,http://covers.openlibrary.org/b/id/6987378-L.jpg,book_covers\893_Harvest_home.jpg
The Mist,Stephen King,1925,horror,http://covers.openlibrary.org/b/id/9330636-L.jpg,book_covers\894_The_Mist.jpg
Night of the Living Dummy III,Robert Lawrence Stine,1995,horror,http://covers.openlibrary.org/b/id/385118-L.jpg,book_covers\895_Night_of_the_Living_Dummy_III.jpg
The Fall of the House of Usher and Other Tales [15 stories],Edgar Allan Poe,1960,horror,http://covers.openlibrary.org/b/id/11695570-L.jpg,book_covers\896_The_Fall_of_the_House_of_Usher_and_Other_Tales_[15_stories].jpg
Hellboy,"Michael Mignola, Mike Mignola, John Byrne, Duncan Fegredo, Dave Stewart",1997,horror,http://covers.openlibrary.org/b/id/8129289-L.jpg,book_covers\897_Hellboy.jpg
The Collected Writings of Ambrose Bierce,Ambrose Bierce,1946,horror,http://covers.openlibrary.org/b/id/14540555-L.jpg,book_covers\898_The_Collected_Writings_of_Ambrose_Bierce.jpg
Grendel,"Matt Wagner, Pat McEown",1986,horror,http://covers.openlibrary.org/b/id/815085-L.jpg,book_covers\899_Grendel.jpg
Tales of the Grotesque and Arabesque,Edgar Allan Poe,1840,horror,http://covers.openlibrary.org/b/id/8863360-L.jpg,book_covers\900_Tales_of_the_Grotesque_and_Arabesque.jpg
Fledgling,"Octavia E. Butler, Tracey Leigh, Nisi Shawl, Philippe Rouard",2005,horror,http://covers.openlibrary.org/b/id/846914-L.jpg,book_covers\901_Fledgling.jpg
The best ghost stories,"Daniel Defoe, Montague Rhodes James, Edward Bulwer Lytton, Baron Lytton, Leopold Kompert, E. F. Benson, Algernon Blackwood, Rudyard Kipling, Brander Matthews, Ambrose Bierce, Vincent O'Sullivan, Ellis Parker Butler",1919,horror,http://covers.openlibrary.org/b/id/14627832-L.jpg,book_covers\902_The_best_ghost_stories.jpg
Everville,Clive Barker,1994,horror,http://covers.openlibrary.org/b/id/45180-L.jpg,book_covers\903_Everville.jpg
Innocence,Dean Koontz,2013,horror,http://covers.openlibrary.org/b/id/10111196-L.jpg,book_covers\904_Innocence.jpg
The Silver Eyes (Five Nights At Freddy's #1),"Scott Cawthon, Kira Breed-Wrisley, Kira Breed-Wrisley, Kira Breed-Wrisley Scott Cawthon, Suzanne Elise Freeman, Kira Breed-Wrisley",2001,horror,http://covers.openlibrary.org/b/id/8075533-L.jpg,book_covers\905_The_Silver_Eyes_(Five_Nights_At_Freddy's_#1).jpg
The Haunting Hour - Chills in the Dead of Night,"Robert Lawrence Stine, Various",2001,horror,http://covers.openlibrary.org/b/id/3235633-L.jpg,book_covers\906_The_Haunting_Hour_-_Chills_in_the_Dead_of_Night.jpg
A Fine and Private Place,Peter S. Beagle,1960,horror,http://covers.openlibrary.org/b/id/294663-L.jpg,book_covers\907_A_Fine_and_Private_Place.jpg
The City of Mirrors,Justin Cronin,2015,horror,http://covers.openlibrary.org/b/id/12884475-L.jpg,book_covers\908_The_City_of_Mirrors.jpg
The Summoning,Kelley Armstrong,2008,horror,http://covers.openlibrary.org/b/id/7247865-L.jpg,book_covers\909_The_Summoning.jpg
Books of Blood Volume One,Clive Barker,1985,horror,http://covers.openlibrary.org/b/id/271223-L.jpg,book_covers\910_Books_of_Blood_Volume_One.jpg
The great and secret show,Clive Barker,1989,horror,http://covers.openlibrary.org/b/id/40986-L.jpg,book_covers\911_The_great_and_secret_show.jpg
Goosebumps - The Barking Ghost,Robert Lawrence Stine,1995,horror,http://covers.openlibrary.org/b/id/8276376-L.jpg,book_covers\912_Goosebumps_-_The_Barking_Ghost.jpg
Collected Ghost Stories,Montague Rhodes James,1931,horror,http://covers.openlibrary.org/b/id/9054272-L.jpg,book_covers\913_Collected_Ghost_Stories.jpg
"Selections From Poe [6 stories, 35 poems]","Edgar Allan Poe, J. Montgomery Gambrill, Montgomery J. Gambrill",1907,horror,http://covers.openlibrary.org/b/id/11751843-L.jpg,"book_covers\914_Selections_From_Poe_[6_stories,_35_poems].jpg"
Tales of Mystery and Imagination [46 stories],Edgar Allan Poe,1908,horror,http://covers.openlibrary.org/b/id/8245290-L.jpg,book_covers\915_Tales_of_Mystery_and_Imagination_[46_stories].jpg
Future perfect,"H. Bruce Franklin, Nathaniel Hawthorne, Edgar Allan Poe, Herman Melville, Ambrose Bierce",1955,horror,http://covers.openlibrary.org/b/id/12714976-L.jpg,book_covers\916_Future_perfect.jpg
Skin and Other Stories,Roald Dahl,2000,horror,http://covers.openlibrary.org/b/id/9159789-L.jpg,book_covers\917_Skin_and_Other_Stories.jpg
Dracula’s Guest [Short Story],Bram Stoker,2019,horror,http://covers.openlibrary.org/b/id/10481833-L.jpg,book_covers\918_Dracula’s_Guest_[Short_Story].jpg
Annihilation,Jeff VanderMeer,2014,horror,http://covers.openlibrary.org/b/id/8408974-L.jpg,book_covers\919_Annihilation.jpg
Egg Monsters from Mars,Robert Lawrence Stine,1996,horror,http://covers.openlibrary.org/b/id/385120-L.jpg,book_covers\920_Egg_Monsters_from_Mars.jpg
The Manitou,"Graham Masterton, Robert G. Slade",1975,horror,http://covers.openlibrary.org/b/id/855208-L.jpg,book_covers\921_The_Manitou.jpg
The Night Land Volume 1,William Hope Hodgson,1976,horror,http://covers.openlibrary.org/b/id/2839933-L.jpg,book_covers\922_The_Night_Land_Volume_1.jpg
Collected Short Stories [51 stories],Roald Dahl,1991,horror,http://covers.openlibrary.org/b/id/13152052-L.jpg,book_covers\923_Collected_Short_Stories_[51_stories].jpg
The Rats,James Herbert,1974,horror,http://covers.openlibrary.org/b/id/754215-L.jpg,book_covers\924_The_Rats.jpg
Summer of night,Dan Simmons,1991,horror,http://covers.openlibrary.org/b/id/977363-L.jpg,book_covers\925_Summer_of_night.jpg
Mexican Gothic,Silvia Moreno-Garcia,2020,horror,http://covers.openlibrary.org/b/id/10239163-L.jpg,book_covers\926_Mexican_Gothic.jpg
The Haunted Car,Robert Lawrence Stine,1999,horror,http://covers.openlibrary.org/b/id/3236052-L.jpg,book_covers\927_The_Haunted_Car.jpg
The Awakening,Kelley Armstrong,2009,horror,http://covers.openlibrary.org/b/id/6402128-L.jpg,book_covers\928_The_Awakening.jpg
The Two Dead Girls,Stephen King,1996,horror,http://covers.openlibrary.org/b/id/9337285-L.jpg,book_covers\929_The_Two_Dead_Girls.jpg
The Dark-Thirty: Southern Tales of the Supernatural,Patricia McKissack,1992,horror,http://covers.openlibrary.org/b/id/422225-L.jpg,book_covers\930_The_Dark-Thirty:_Southern_Tales_of_the_Supernatural.jpg
Creep From the Deep,Robert Lawrence Stine,2008,horror,http://covers.openlibrary.org/b/id/2420705-L.jpg,book_covers\931_Creep_From_the_Deep.jpg
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,2011,horror,http://covers.openlibrary.org/b/id/14416577-L.jpg,book_covers\932_Miss_Peregrine's_Home_for_Peculiar_Children.jpg
The Dark Descent,"David G. Hartwell, Stephen King, John Collier, Montague Rhodes James, Lucy Clifford, Russell Kirk, H.P. Lovecraft, Shirley Jackson, Harlan Ellison, Nathaniel Hawthorne, Ray Bradbury, Michael Shea, Edith Nesbit, Karl Edward Wagner, Robert Aickman, Fritz Leiber, Robert Bloch, Charles L. Grant, Manly Wade Wellman, Thomas M. Disch, Theodore Sturgeon, Clive Barker, Edgar Allan Poe, Joseph Sheridan Le Fanu, Charlotte Perkins Gilman, William Faulkner, Robert Hichens, Richard Matheson, Joanna Russ, Dennis Etchison, David Herbert Lawrence, Tanith Lee, Flannery O'Connor, Ramsey Campbell, Henry James, Gene Wolfe, Charles Dickens, Joyce Carol Oates, Walter De la Mare, Ivan Turguenev, Robert Chambers, Oliver Onions, Fitz-James O'Brien, Ambrose Bierce, Edith Wharton, Algernon Blackwood, Philip K. Dick",1987,horror,http://covers.openlibrary.org/b/id/14414818-L.jpg,book_covers\933_The_Dark_Descent.jpg
Swan Song,Robert R. McCammon,1978,horror,http://covers.openlibrary.org/b/id/1405021-L.jpg,book_covers\934_Swan_Song.jpg
Eden's eyes,Sean Costello,1989,horror,http://covers.openlibrary.org/b/id/5016204-L.jpg,book_covers\935_Eden's_eyes.jpg
Snowman,Norman Bogner,1978,horror,http://covers.openlibrary.org/b/id/7236254-L.jpg,book_covers\936_Snowman.jpg
In the Night Room,Peter Straub,2004,horror,http://covers.openlibrary.org/b/id/8271678-L.jpg,book_covers\937_In_the_Night_Room.jpg
Fear Street Super Chiller - Silent Night,Robert Lawrence Stine,1991,horror,http://covers.openlibrary.org/b/id/403471-L.jpg,book_covers\938_Fear_Street_Super_Chiller_-_Silent_Night.jpg
Night Film,Marisha Pessl,2013,horror,http://covers.openlibrary.org/b/id/7259739-L.jpg,book_covers\939_Night_Film.jpg
Fuzzy Mud,Louis Sachar,2015,horror,http://covers.openlibrary.org/b/id/7389804-L.jpg,book_covers\940_Fuzzy_Mud.jpg
The Sleepwalker,Robert Lawrence Stine,1990,horror,http://covers.openlibrary.org/b/id/408246-L.jpg,book_covers\941_The_Sleepwalker.jpg
Hellsing,"Kohta Hirano, Duane Johnson, Wilbert Lacuna",2003,horror,http://covers.openlibrary.org/b/id/869389-L.jpg,book_covers\942_Hellsing.jpg
Beware!,Robert Lawrence Stine,2002,horror,http://covers.openlibrary.org/b/id/52930-L.jpg,book_covers\943_Beware!.jpg
"Ten Great Mysteries [10 stories, 5 poems]","Edgar Allan Poe, Groff Conklin",1960,horror,http://covers.openlibrary.org/b/id/11880094-L.jpg,"book_covers\944_Ten_Great_Mysteries_[10_stories,_5_poems].jpg"
The Facts in the Case of M. Valdemar,Edgar Allan Poe,1846,horror,http://covers.openlibrary.org/b/id/2961873-L.jpg,book_covers\945_The_Facts_in_the_Case_of_M._Valdemar.jpg
Swamp Thing Saga of the Swamp Thing,"Alan Moore, Stephen Bissette",1987,horror,http://covers.openlibrary.org/b/id/7598014-L.jpg,book_covers\946_Swamp_Thing_Saga_of_the_Swamp_Thing.jpg
In the Dark of the Night,John Saul,2006,horror,http://covers.openlibrary.org/b/id/1998945-L.jpg,book_covers\947_In_the_Dark_of_the_Night.jpg
Never Bite a Boy on the First Date,Tamara Summers,2009,horror,http://covers.openlibrary.org/b/id/6297803-L.jpg,book_covers\948_Never_Bite_a_Boy_on_the_First_Date.jpg
The Secret Bedroom,Robert Lawrence Stine,1991,horror,http://covers.openlibrary.org/b/id/6693777-L.jpg,book_covers\949_The_Secret_Bedroom.jpg
