title,authors,year,subject,cover_url,filename,doc_id,dominant_color,surrogate_text
Tik-Tok of Oz,L. Frank Baum,1914,fantasy,http://covers.openlibrary.org/b/id/8243277-L.jpg,book_covers\24_Tik-Tok_of_Oz.jpg,24,"rgb(184, 155, 131)","Tik-Tok of Oz L. Frank Baum fantasy 1914 rgb(184, 155, 131)"
Rinkitink in Oz,L. Frank Baum,1916,fantasy,http://covers.openlibrary.org/b/id/765814-L.jpg,book_covers\25_Rinkitink_in_Oz.jpg,25,"rgb(252, 252, 252)","Rinkitink in Oz L. Frank Baum fantasy 1916 rgb(252, 252, 252)"
The Enchanted Castle,Edith Nesbit,1907,fantasy,http://covers.openlibrary.org/b/id/6644514-L.jpg,book_covers\26_The_Enchanted_Castle.jpg,26,"rgb(66, 82, 68)","The Enchanted Castle Edith Nesbit fantasy 1907 rgb(66, 82, 68)"
The Tin Woodman of Oz,L. Frank Baum,1918,fantasy,http://covers.openlibrary.org/b/id/755973-L.jpg,book_covers\27_The_Tin_Woodman_of_Oz.jpg,27,"rgb(115, 97, 45)","The Tin Woodman of Oz L. Frank Baum fantasy 1918 rgb(115, 97, 45)"
The Hobbit,J.R.R. Tolkien,1937,fantasy,http://covers.openlibrary.org/b/id/14627509-L.jpg,book_covers\28_The_Hobbit.jpg,28,"rgb(75, 63, 51)","The Hobbit J.R.R. Tolkien fantasy 1937 rgb(75, 63, 51)"
Glinda of Oz,L. Frank Baum,1920,fantasy,http://covers.openlibrary.org/b/id/758814-L.jpg,book_covers\29_Glinda_of_Oz.jpg,29,"rgb(252, 252, 252)","Glinda of Oz L. Frank Baum fantasy 1920 rgb(252, 252, 252)"
The Magic City,Edith Nesbit,1910,fantasy,http://covers.openlibrary.org/b/id/1673063-L.jpg,book_covers\30_The_Magic_City.jpg,30,"rgb(190, 189, 189)","The Magic City Edith Nesbit fantasy 1910 rgb(190, 189, 189)"
The Phoenix and the Carpet,Edith Nesbit,1903,fantasy,http://covers.openlibrary.org/b/id/902122-L.jpg,book_covers\31_The_Phoenix_and_the_Carpet.jpg,31,"rgb(200, 173, 123)","The Phoenix and the Carpet Edith Nesbit fantasy 1903 rgb(200, 173, 123)"
Nineteen Eighty-Four,George Orwell,1949,fantasy,http://covers.openlibrary.org/b/id/9267242-L.jpg,book_covers\32_Nineteen_Eighty-Four.jpg,32,"rgb(149, 139, 126)","Nineteen Eighty-Four George Orwell fantasy 1949 rgb(149, 139, 126)"
Le avventure di Pinocchio,Carlo Collodi,1883,fantasy,http://covers.openlibrary.org/b/id/8597022-L.jpg,book_covers\33_Le_avventure_di_Pinocchio.jpg,33,"rgb(212, 212, 172)","Le avventure di Pinocchio Carlo Collodi fantasy 1883 rgb(212, 212, 172)"
Peter Pan,J. M. Barrie,1911,fantasy,http://covers.openlibrary.org/b/id/8237052-L.jpg,book_covers\34_Peter_Pan.jpg,34,"rgb(132, 113, 36)","Peter Pan J. M. Barrie fantasy 1911 rgb(132, 113, 36)"
Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,1872,fantasy,http://covers.openlibrary.org/b/id/6976035-L.jpg,book_covers\35_Le_Tour_du_Monde_en_Quatre-Vingts_Jours.jpg,35,"rgb(58, 70, 41)","Le Tour du Monde en Quatre-Vingts Jours Jules Verne fantasy 1872 rgb(58, 70, 41)"
Phantastes,George MacDonald,1850,fantasy,http://covers.openlibrary.org/b/id/14358814-L.jpg,book_covers\36_Phantastes.jpg,36,"rgb(33, 54, 49)","Phantastes George MacDonald fantasy 1850 rgb(33, 54, 49)"
Le petit prince,Antoine de Saint-Exupéry,1943,fantasy,http://covers.openlibrary.org/b/id/10708272-L.jpg,book_covers\37_Le_petit_prince.jpg,37,"rgb(143, 132, 108)","Le petit prince Antoine de Saint-Exupéry fantasy 1943 rgb(143, 132, 108)"
Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,fantasy,http://covers.openlibrary.org/b/id/10521270-L.jpg,book_covers\38_Harry_Potter_and_the_Philosopher's_Stone.jpg,38,"rgb(41, 25, 18)","Harry Potter and the Philosopher's Stone J. K. Rowling fantasy 1997 rgb(41, 25, 18)"
The Fellowship of the Ring,J.R.R. Tolkien,1954,fantasy,http://covers.openlibrary.org/b/id/14627060-L.jpg,book_covers\39_The_Fellowship_of_the_Ring.jpg,39,"rgb(39, 100, 140)","The Fellowship of the Ring J.R.R. Tolkien fantasy 1954 rgb(39, 100, 140)"
The Enchanted Island of Yew,L. Frank Baum,1903,fantasy,http://covers.openlibrary.org/b/id/1755697-L.jpg,book_covers\40_The_Enchanted_Island_of_Yew.jpg,40,"rgb(116, 83, 58)","The Enchanted Island of Yew L. Frank Baum fantasy 1903 rgb(116, 83, 58)"
The Two Towers,J.R.R. Tolkien,1954,fantasy,http://covers.openlibrary.org/b/id/14627564-L.jpg,book_covers\41_The_Two_Towers.jpg,41,"rgb(56, 103, 147)","The Two Towers J.R.R. Tolkien fantasy 1954 rgb(56, 103, 147)"
Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,fantasy,http://covers.openlibrary.org/b/id/8392798-L.jpg,book_covers\42_Harry_Potter_and_the_Chamber_of_Secrets.jpg,42,"rgb(109, 124, 142)","Harry Potter and the Chamber of Secrets J. K. Rowling fantasy 1998 rgb(109, 124, 142)"
The Return of the King,J.R.R. Tolkien,1950,fantasy,http://covers.openlibrary.org/b/id/14627062-L.jpg,book_covers\43_The_Return_of_the_King.jpg,43,"rgb(40, 93, 116)","The Return of the King J.R.R. Tolkien fantasy 1950 rgb(40, 93, 116)"
The Royal Book of Oz,Ruth Plumly Thompson,1921,fantasy,http://covers.openlibrary.org/b/id/709865-L.jpg,book_covers\44_The_Royal_Book_of_Oz.jpg,44,"rgb(132, 121, 95)","The Royal Book of Oz Ruth Plumly Thompson fantasy 1921 rgb(132, 121, 95)"
Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,fantasy,http://covers.openlibrary.org/b/id/10580435-L.jpg,book_covers\45_Harry_Potter_and_the_Prisoner_of_Azkaban.jpg,45,"rgb(119, 74, 56)","Harry Potter and the Prisoner of Azkaban J. K. Rowling fantasy 1999 rgb(119, 74, 56)"
The Secret Agent,Joseph Conrad,1907,fantasy,http://covers.openlibrary.org/b/id/8239401-L.jpg,book_covers\46_The_Secret_Agent.jpg,46,"rgb(90, 86, 83)","The Secret Agent Joseph Conrad fantasy 1907 rgb(90, 86, 83)"
Мастер и Маргарита,Михаил Афанасьевич Булгаков,1966,fantasy,http://covers.openlibrary.org/b/id/12947486-L.jpg,book_covers\47_Мастер_и_Маргарита.jpg,47,error_reading,Мастер и Маргарита Михаил Афанасьевич Булгаков fantasy 1966 error_reading
The reluctant dragon,"Kenneth Grahame, Jim Weiss, Ernest H. Shepard, Michael Hague, Kenneth Grahame, Kenneth Kenneth Grahame, Grahame Kenneth",1938,fantasy,http://covers.openlibrary.org/b/id/6557137-L.jpg,book_covers\48_The_reluctant_dragon.jpg,48,"rgb(52, 57, 44)","The reluctant dragon Kenneth Grahame, Jim Weiss, Ernest H. Shepard, Michael Hague, Kenneth Grahame, Kenneth Kenneth Grahame, Grahame Kenneth fantasy 1938 rgb(52, 57, 44)"
The Story of Doctor Dolittle,Hugh Lofting,1920,fantasy,http://covers.openlibrary.org/b/id/5262289-L.jpg,book_covers\49_The_Story_of_Doctor_Dolittle.jpg,49,"rgb(209, 198, 115)","The Story of Doctor Dolittle Hugh Lofting fantasy 1920 rgb(209, 198, 115)"
"News from Nowhere, or, An epoch of rest",William Morris,1891,fantasy,http://covers.openlibrary.org/b/id/117742-L.jpg,"book_covers\50_News_from_Nowhere,_or,_An_epoch_of_rest.jpg",50,"rgb(170, 140, 134)","News from Nowhere, or, An epoch of rest William Morris fantasy 1891 rgb(170, 140, 134)"
Harry Potter and the Goblet of Fire,"J. K. Rowling, Jim Kay",1993,fantasy,http://covers.openlibrary.org/b/id/12059372-L.jpg,book_covers\51_Harry_Potter_and_the_Goblet_of_Fire.jpg,51,"rgb(123, 44, 30)","Harry Potter and the Goblet of Fire J. K. Rowling, Jim Kay fantasy 1993 rgb(123, 44, 30)"
Charlie and the Chocolate Factory,Roald Dahl,1964,fantasy,http://covers.openlibrary.org/b/id/12459564-L.jpg,book_covers\52_Charlie_and_the_Chocolate_Factory.jpg,52,"rgb(134, 129, 105)","Charlie and the Chocolate Factory Roald Dahl fantasy 1964 rgb(134, 129, 105)"
A Princess of Mars,Edgar Rice Burroughs,1917,fantasy,http://covers.openlibrary.org/b/id/207226-L.jpg,book_covers\53_A_Princess_of_Mars.jpg,53,"rgb(92, 104, 68)","A Princess of Mars Edgar Rice Burroughs fantasy 1917 rgb(92, 104, 68)"
The Princess and the Goblin,George MacDonald,1907,fantasy,http://covers.openlibrary.org/b/id/14363454-L.jpg,book_covers\54_The_Princess_and_the_Goblin.jpg,54,"rgb(114, 93, 64)","The Princess and the Goblin George MacDonald fantasy 1907 rgb(114, 93, 64)"
Cien años de soledad,Gabriel García Márquez,1967,fantasy,http://covers.openlibrary.org/b/id/12627383-L.jpg,book_covers\55_Cien_años_de_soledad.jpg,55,error_reading,Cien años de soledad Gabriel García Márquez fantasy 1967 error_reading
Harry Potter and the Order of the Phoenix,J. K. Rowling,2003,fantasy,http://covers.openlibrary.org/b/id/10523466-L.jpg,book_covers\56_Harry_Potter_and_the_Order_of_the_Phoenix.jpg,56,"rgb(210, 134, 67)","Harry Potter and the Order of the Phoenix J. K. Rowling fantasy 2003 rgb(210, 134, 67)"
The wood beyond the world,"William Morris, William Norris, William, Morris, William Morris, William William Morris, WILLIAM MORRIS, Random House",1894,fantasy,http://covers.openlibrary.org/b/id/5895767-L.jpg,book_covers\57_The_wood_beyond_the_world.jpg,57,"rgb(239, 230, 182)","The wood beyond the world William Morris, William Norris, William, Morris, William Morris, William William Morris, WILLIAM MORRIS, Random House fantasy 1894 rgb(239, 230, 182)"
The water-babies,"Charles Kingsley, Charles Kingsley",1863,fantasy,http://covers.openlibrary.org/b/id/8785097-L.jpg,book_covers\58_The_water-babies.jpg,58,"rgb(179, 190, 161)","The water-babies Charles Kingsley, Charles Kingsley fantasy 1863 rgb(179, 190, 161)"
Sylvie and Bruno,Lewis Carroll,1889,fantasy,http://covers.openlibrary.org/b/id/8243045-L.jpg,book_covers\59_Sylvie_and_Bruno.jpg,59,"rgb(162, 43, 33)","Sylvie and Bruno Lewis Carroll fantasy 1889 rgb(162, 43, 33)"
Jurgen,James Branch Cabell,1919,fantasy,http://covers.openlibrary.org/b/id/5553063-L.jpg,book_covers\60_Jurgen.jpg,60,"rgb(16, 7, 4)","Jurgen James Branch Cabell fantasy 1919 rgb(16, 7, 4)"
The Horse and His Boy,C.S. Lewis,1954,fantasy,http://covers.openlibrary.org/b/id/9184792-L.jpg,book_covers\61_The_Horse_and_His_Boy.jpg,61,"rgb(114, 78, 33)","The Horse and His Boy C.S. Lewis fantasy 1954 rgb(114, 78, 33)"
Wet Magic,Edith Nesbit,1937,fantasy,http://covers.openlibrary.org/b/id/854565-L.jpg,book_covers\62_Wet_Magic.jpg,62,"rgb(179, 160, 145)","Wet Magic Edith Nesbit fantasy 1937 rgb(179, 160, 145)"
Peter Pan in Kensington Gardens,J. M. Barrie,1906,fantasy,http://covers.openlibrary.org/b/id/2977086-L.jpg,book_covers\63_Peter_Pan_in_Kensington_Gardens.jpg,63,"rgb(115, 120, 118)","Peter Pan in Kensington Gardens J. M. Barrie fantasy 1906 rgb(115, 120, 118)"
The Magician's Nephew,C.S. Lewis,1955,fantasy,http://covers.openlibrary.org/b/id/1072931-L.jpg,book_covers\64_The_Magician's_Nephew.jpg,64,"rgb(162, 168, 129)","The Magician's Nephew C.S. Lewis fantasy 1955 rgb(162, 168, 129)"
The Master Key,L. Frank Baum,1901,fantasy,http://covers.openlibrary.org/b/id/2838027-L.jpg,book_covers\65_The_Master_Key.jpg,65,"rgb(174, 177, 172)","The Master Key L. Frank Baum fantasy 1901 rgb(174, 177, 172)"
"The Lion, the Witch and the Wardrobe",C.S. Lewis,1950,fantasy,http://covers.openlibrary.org/b/id/8441376-L.jpg,"book_covers\66_The_Lion,_the_Witch_and_the_Wardrobe.jpg",66,"rgb(149, 129, 102)","The Lion, the Witch and the Wardrobe C.S. Lewis fantasy 1950 rgb(149, 129, 102)"
James and the Giant Peach,Roald Dahl,1961,fantasy,http://covers.openlibrary.org/b/id/8252454-L.jpg,book_covers\67_James_and_the_Giant_Peach.jpg,67,"rgb(158, 153, 114)","James and the Giant Peach Roald Dahl fantasy 1961 rgb(158, 153, 114)"
Charlotte's Web,E. B. White,1952,fantasy,http://covers.openlibrary.org/b/id/8461797-L.jpg,book_covers\68_Charlotte's_Web.jpg,68,"rgb(154, 160, 160)","Charlotte's Web E. B. White fantasy 1952 rgb(154, 160, 160)"
The Silmarillion,J.R.R. Tolkien,1977,fantasy,http://covers.openlibrary.org/b/id/14627042-L.jpg,book_covers\69_The_Silmarillion.jpg,69,"rgb(60, 49, 52)","The Silmarillion J.R.R. Tolkien fantasy 1977 rgb(60, 49, 52)"
Prince Caspian,C.S. Lewis,1951,fantasy,http://covers.openlibrary.org/b/id/45897-L.jpg,book_covers\70_Prince_Caspian.jpg,70,"rgb(61, 86, 80)","Prince Caspian C.S. Lewis fantasy 1951 rgb(61, 86, 80)"
Northern Lights,Philip Pullman,1995,fantasy,http://covers.openlibrary.org/b/id/8747028-L.jpg,book_covers\71_Northern_Lights.jpg,71,"rgb(33, 20, 15)","Northern Lights Philip Pullman fantasy 1995 rgb(33, 20, 15)"
Harry Potter and the Half-Blood Prince,"J. K. Rowling, Mary GrandPré",2005,fantasy,http://covers.openlibrary.org/b/id/10716273-L.jpg,book_covers\72_Harry_Potter_and_the_Half-Blood_Prince.jpg,72,"rgb(104, 76, 68)","Harry Potter and the Half-Blood Prince J. K. Rowling, Mary GrandPré fantasy 2005 rgb(104, 76, 68)"
The BFG,Roald Dahl,1980,fantasy,http://covers.openlibrary.org/b/id/9176033-L.jpg,book_covers\73_The_BFG.jpg,73,"rgb(182, 171, 150)","The BFG Roald Dahl fantasy 1980 rgb(182, 171, 150)"
Lost Horizon,James Hilton,1933,fantasy,http://covers.openlibrary.org/b/id/4656607-L.jpg,book_covers\74_Lost_Horizon.jpg,74,"rgb(212, 131, 67)","Lost Horizon James Hilton fantasy 1933 rgb(212, 131, 67)"
Where the Wild Things Are,Maurice Sendak,1600,fantasy,http://covers.openlibrary.org/b/id/50842-L.jpg,book_covers\75_Where_the_Wild_Things_Are.jpg,75,"rgb(156, 155, 141)","Where the Wild Things Are Maurice Sendak fantasy 1600 rgb(156, 155, 141)"
Little Wizard stories of Oz,L. Frank Baum,1914,fantasy,http://covers.openlibrary.org/b/id/430876-L.jpg,book_covers\76_Little_Wizard_stories_of_Oz.jpg,76,"rgb(133, 129, 113)","Little Wizard stories of Oz L. Frank Baum fantasy 1914 rgb(133, 129, 113)"
Harry Potter and the Deathly Hallows,J. K. Rowling,2007,fantasy,http://covers.openlibrary.org/b/id/10110415-L.jpg,book_covers\77_Harry_Potter_and_the_Deathly_Hallows.jpg,77,"rgb(124, 96, 78)","Harry Potter and the Deathly Hallows J. K. Rowling fantasy 2007 rgb(124, 96, 78)"
The Well at the World's End,William Morris,1896,fantasy,http://covers.openlibrary.org/b/id/2404583-L.jpg,book_covers\78_The_Well_at_the_World's_End.jpg,78,"rgb(70, 81, 78)","The Well at the World's End William Morris fantasy 1896 rgb(70, 81, 78)"
The Silver Chair,C.S. Lewis,1953,fantasy,http://covers.openlibrary.org/b/id/6950992-L.jpg,book_covers\79_The_Silver_Chair.jpg,79,"rgb(85, 83, 73)","The Silver Chair C.S. Lewis fantasy 1953 rgb(85, 83, 73)"
The Voyages of Doctor Dolittle,Hugh Lofting,1922,fantasy,http://covers.openlibrary.org/b/id/281218-L.jpg,book_covers\80_The_Voyages_of_Doctor_Dolittle.jpg,80,"rgb(191, 143, 155)","The Voyages of Doctor Dolittle Hugh Lofting fantasy 1922 rgb(191, 143, 155)"
Brood of the Witch-Queen,Sax Rohmer,1924,fantasy,http://covers.openlibrary.org/b/id/2011286-L.jpg,book_covers\81_Brood_of_the_Witch-Queen.jpg,81,"rgb(35, 35, 32)","Brood of the Witch-Queen Sax Rohmer fantasy 1924 rgb(35, 35, 32)"
Der Kleine Prinz (German),Antoine de Saint-Exupéry,1988,fantasy,http://covers.openlibrary.org/b/id/3259739-L.jpg,book_covers\82_Der_Kleine_Prinz_(German).jpg,82,"rgb(227, 223, 200)","Der Kleine Prinz (German) Antoine de Saint-Exupéry fantasy 1988 rgb(227, 223, 200)"
A strange manuscript found in a copper cylinder,James De Mille,1888,fantasy,http://covers.openlibrary.org/b/id/5647709-L.jpg,book_covers\83_A_strange_manuscript_found_in_a_copper_cylinder.jpg,83,"rgb(7, 7, 6)","A strange manuscript found in a copper cylinder James De Mille fantasy 1888 rgb(7, 7, 6)"
"Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte",Michael Ende,1973,fantasy,http://covers.openlibrary.org/b/id/8574580-L.jpg,"book_covers\84_Momo_oder_Die_seltsame_Geschichte_von_den_Zeit-Dieben_und_von_dem_Kind,_das_den_Menschen_die_gestohlene_Zeit_zurückbrachte.jpg",84,error_reading,"Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte Michael Ende fantasy 1973 error_reading"
The Last Battle,C.S. Lewis,1956,fantasy,http://covers.openlibrary.org/b/id/6529226-L.jpg,book_covers\85_The_Last_Battle.jpg,85,"rgb(84, 107, 98)","The Last Battle C.S. Lewis fantasy 1956 rgb(84, 107, 98)"
The Subtle Knife,Philip Pullman,1997,fantasy,http://covers.openlibrary.org/b/id/12614549-L.jpg,book_covers\86_The_Subtle_Knife.jpg,86,"rgb(46, 73, 33)","The Subtle Knife Philip Pullman fantasy 1997 rgb(46, 73, 33)"
Bridge to Terabithia,Katherine Paterson,1972,fantasy,http://covers.openlibrary.org/b/id/12627341-L.jpg,book_covers\87_Bridge_to_Terabithia.jpg,87,"rgb(92, 93, 77)","Bridge to Terabithia Katherine Paterson fantasy 1972 rgb(92, 93, 77)"
The Voyage of the Dawn Treader,C.S. Lewis,1952,fantasy,http://covers.openlibrary.org/b/id/9184719-L.jpg,book_covers\88_The_Voyage_of_the_Dawn_Treader.jpg,88,"rgb(104, 105, 92)","The Voyage of the Dawn Treader C.S. Lewis fantasy 1952 rgb(104, 105, 92)"
Catching Fire,Suzanne Collins,2009,fantasy,http://covers.openlibrary.org/b/id/12646539-L.jpg,book_covers\89_Catching_Fire.jpg,89,"rgb(54, 24, 22)","Catching Fire Suzanne Collins fantasy 2009 rgb(54, 24, 22)"
Watership Down,Richard Adams,1972,fantasy,http://covers.openlibrary.org/b/id/6450196-L.jpg,book_covers\90_Watership_Down.jpg,90,"rgb(200, 178, 143)","Watership Down Richard Adams fantasy 1972 rgb(200, 178, 143)"
The Gunslinger,Stephen King,1976,fantasy,http://covers.openlibrary.org/b/id/8396638-L.jpg,book_covers\91_The_Gunslinger.jpg,91,"rgb(109, 81, 72)","The Gunslinger Stephen King fantasy 1976 rgb(109, 81, 72)"
Artemis Fowl,Eoin Colfer,1999,fantasy,http://covers.openlibrary.org/b/id/10212689-L.jpg,book_covers\92_Artemis_Fowl.jpg,92,"rgb(43, 21, 15)","Artemis Fowl Eoin Colfer fantasy 1999 rgb(43, 21, 15)"
The Colour of Magic,Terry Pratchett,1983,fantasy,http://covers.openlibrary.org/b/id/14647238-L.jpg,book_covers\93_The_Colour_of_Magic.jpg,93,"rgb(172, 118, 49)","The Colour of Magic Terry Pratchett fantasy 1983 rgb(172, 118, 49)"
New Moon,Stephenie Meyer,2006,fantasy,http://covers.openlibrary.org/b/id/12643406-L.jpg,book_covers\94_New_Moon.jpg,94,"rgb(28, 20, 21)","New Moon Stephenie Meyer fantasy 2006 rgb(28, 20, 21)"
A Game of Thrones,George R. R. Martin,1996,fantasy,http://covers.openlibrary.org/b/id/9269962-L.jpg,book_covers\95_A_Game_of_Thrones.jpg,95,"rgb(115, 108, 101)","A Game of Thrones George R. R. Martin fantasy 1996 rgb(115, 108, 101)"
The Cat in the Hat,"Dr. Seuss, Simon Mugford",1957,fantasy,http://covers.openlibrary.org/b/id/11342-L.jpg,book_covers\96_The_Cat_in_the_Hat.jpg,96,"rgb(82, 147, 179)","The Cat in the Hat Dr. Seuss, Simon Mugford fantasy 1957 rgb(82, 147, 179)"
Hänsel und Gretel,Brothers Grimm,1900,fantasy,http://covers.openlibrary.org/b/id/2327393-L.jpg,book_covers\97_Hänsel_und_Gretel.jpg,97,error_reading,Hänsel und Gretel Brothers Grimm fantasy 1900 error_reading
Coraline,"Neil Gaiman, Neil Gaiman",2002,fantasy,http://covers.openlibrary.org/b/id/14171421-L.jpg,book_covers\98_Coraline.jpg,98,"rgb(58, 39, 18)","Coraline Neil Gaiman, Neil Gaiman fantasy 2002 rgb(58, 39, 18)"
The wonderful visit,H. G. Wells,1895,fantasy,http://covers.openlibrary.org/b/id/5683599-L.jpg,book_covers\99_The_wonderful_visit.jpg,99,"rgb(233, 213, 182)","The wonderful visit H. G. Wells fantasy 1895 rgb(233, 213, 182)"
The Magical Monarch of Mo,L. Frank Baum,1903,fantasy,http://covers.openlibrary.org/b/id/4846571-L.jpg,book_covers\100_The_Magical_Monarch_of_Mo.jpg,100,"rgb(240, 239, 219)","The Magical Monarch of Mo L. Frank Baum fantasy 1903 rgb(240, 239, 219)"
A Wizard of Earthsea,Ursula K. Le Guin,1968,fantasy,http://covers.openlibrary.org/b/id/13617691-L.jpg,book_covers\101_A_Wizard_of_Earthsea.jpg,101,"rgb(125, 145, 152)","A Wizard of Earthsea Ursula K. Le Guin fantasy 1968 rgb(125, 145, 152)"
The Once and Future King,T. H. White,1939,fantasy,http://covers.openlibrary.org/b/id/6630521-L.jpg,book_covers\102_The_Once_and_Future_King.jpg,102,"rgb(183, 138, 70)","The Once and Future King T. H. White fantasy 1939 rgb(183, 138, 70)"
Thumbelina,"Hans Christian Andersen, Elsa Beskow, Michael Foreman, Michael Morpurgo, Kimberley Reynolds, Catherine Babok, Susannah Mary Paull",1911,fantasy,http://covers.openlibrary.org/b/id/1357775-L.jpg,book_covers\103_Thumbelina.jpg,103,"rgb(202, 196, 27)","Thumbelina Hans Christian Andersen, Elsa Beskow, Michael Foreman, Michael Morpurgo, Kimberley Reynolds, Catherine Babok, Susannah Mary Paull fantasy 1911 rgb(202, 196, 27)"
The Amber Spyglass,Philip Pullman,1999,fantasy,http://covers.openlibrary.org/b/id/12613246-L.jpg,book_covers\104_The_Amber_Spyglass.jpg,104,"rgb(69, 57, 17)","The Amber Spyglass Philip Pullman fantasy 1999 rgb(69, 57, 17)"
The Lightning Thief,Rick Riordan,2005,fantasy,http://covers.openlibrary.org/b/id/7239831-L.jpg,book_covers\105_The_Lightning_Thief.jpg,105,"rgb(55, 99, 86)","The Lightning Thief Rick Riordan fantasy 2005 rgb(55, 99, 86)"
A Prisoner in Fairyland,Algernon Blackwood,1913,fantasy,http://covers.openlibrary.org/b/id/2895898-L.jpg,book_covers\106_A_Prisoner_in_Fairyland.jpg,106,"rgb(138, 146, 111)","A Prisoner in Fairyland Algernon Blackwood fantasy 1913 rgb(138, 146, 111)"
Indian Fairy Tales,"Joseph Jacobs, John D Batten, Gloria Cardew, Joseph JACOBS, Joseph Jacobs, Jacobs, Ed, Joseph, John Dickson Batten, Joseph Joseph Jacobs",1892,fantasy,http://covers.openlibrary.org/b/id/767614-L.jpg,book_covers\107_Indian_Fairy_Tales.jpg,107,"rgb(173, 121, 27)","Indian Fairy Tales Joseph Jacobs, John D Batten, Gloria Cardew, Joseph JACOBS, Joseph Jacobs, Jacobs, Ed, Joseph, John Dickson Batten, Joseph Joseph Jacobs fantasy 1892 rgb(173, 121, 27)"
The Nursery Alice,Lewis Carroll,1889,fantasy,http://covers.openlibrary.org/b/id/8596271-L.jpg,book_covers\108_The_Nursery_Alice.jpg,108,"rgb(173, 154, 139)","The Nursery Alice Lewis Carroll fantasy 1889 rgb(173, 154, 139)"
Good Omens,"Neil Gaiman, Terry Pratchett",1990,fantasy,http://covers.openlibrary.org/b/id/10482258-L.jpg,book_covers\109_Good_Omens.jpg,109,"rgb(86, 81, 81)","Good Omens Neil Gaiman, Terry Pratchett fantasy 1990 rgb(86, 81, 81)"
The Blazing World,Margaret Cavendish,2013,fantasy,http://covers.openlibrary.org/b/id/14634246-L.jpg,book_covers\110_The_Blazing_World.jpg,110,"rgb(105, 89, 62)","The Blazing World Margaret Cavendish fantasy 2013 rgb(105, 89, 62)"
American Gods,Neil Gaiman,2001,fantasy,http://covers.openlibrary.org/b/id/8494659-L.jpg,book_covers\111_American_Gods.jpg,111,"rgb(83, 100, 106)","American Gods Neil Gaiman fantasy 2001 rgb(83, 100, 106)"
Doctor Doolittle's circus,Hugh Lofting,1924,fantasy,http://covers.openlibrary.org/b/id/9244269-L.jpg,book_covers\112_Doctor_Doolittle's_circus.jpg,112,"rgb(186, 177, 136)","Doctor Doolittle's circus Hugh Lofting fantasy 1924 rgb(186, 177, 136)"
The Waste Lands,Stephen King,1991,fantasy,http://covers.openlibrary.org/b/id/8443630-L.jpg,book_covers\113_The_Waste_Lands.jpg,113,"rgb(45, 25, 16)","The Waste Lands Stephen King fantasy 1991 rgb(45, 25, 16)"
Wizard and Glass,Stephen King,1997,fantasy,http://covers.openlibrary.org/b/id/14657088-L.jpg,book_covers\114_Wizard_and_Glass.jpg,114,"rgb(54, 16, 6)","Wizard and Glass Stephen King fantasy 1997 rgb(54, 16, 6)"
The Eye of the World (The Wheel of Time Book 1),Robert Jordan,1990,fantasy,http://covers.openlibrary.org/b/id/980232-L.jpg,book_covers\115_The_Eye_of_the_World_(The_Wheel_of_Time_Book_1).jpg,115,"rgb(185, 152, 122)","The Eye of the World (The Wheel of Time Book 1) Robert Jordan fantasy 1990 rgb(185, 152, 122)"
Nils Holgerssons underbara resa genom Sverige,Selma Lagerlöf,1907,fantasy,http://covers.openlibrary.org/b/id/5267445-L.jpg,book_covers\116_Nils_Holgerssons_underbara_resa_genom_Sverige.jpg,116,"rgb(192, 189, 180)","Nils Holgerssons underbara resa genom Sverige Selma Lagerlöf fantasy 1907 rgb(192, 189, 180)"
Dragonflight,Anne McCaffrey,1968,fantasy,http://covers.openlibrary.org/b/id/10306696-L.jpg,book_covers\117_Dragonflight.jpg,117,"rgb(131, 95, 122)","Dragonflight Anne McCaffrey fantasy 1968 rgb(131, 95, 122)"
The Tombs of Atuan,Ursula K. Le Guin,1971,fantasy,http://covers.openlibrary.org/b/id/6633403-L.jpg,book_covers\118_The_Tombs_of_Atuan.jpg,118,"rgb(164, 159, 139)","The Tombs of Atuan Ursula K. Le Guin fantasy 1971 rgb(164, 159, 139)"
Doctor Dolittle in the moon,Hugh Lofting,1928,fantasy,http://covers.openlibrary.org/b/id/8443596-L.jpg,book_covers\119_Doctor_Dolittle_in_the_moon.jpg,119,"rgb(181, 159, 178)","Doctor Dolittle in the moon Hugh Lofting fantasy 1928 rgb(181, 159, 178)"
Doctor Dolittle's post office,Hugh Lofting,1923,fantasy,http://covers.openlibrary.org/b/id/8442100-L.jpg,book_covers\120_Doctor_Dolittle's_post_office.jpg,120,"rgb(157, 151, 165)","Doctor Dolittle's post office Hugh Lofting fantasy 1923 rgb(157, 151, 165)"
